AK,00,Don,Young,,R,R,Alaska,RHOB,2314,20515,0200,(202) 225-5765,"November  8, 2016"
AL,01,Bradley,Byrne,,R,R,Alabama,CHOB,119,20515,0101,(202) 225-4931,"November  8, 2016"
AL,02,Martha,Roby,,R,R,Alabama,CHOB,442,20515,0102,(202) 225-2901,"November  8, 2016"
AL,03,Mike,Rogers,,R,R,Alabama,RHOB,2184,20515,0103,(202) 225-3261,"November  8, 2016"
AL,04,Robert,Aderholt,B.,R,R,Alabama,CHOB,235,20515,0104,(202) 225-4876,"November  8, 2016"
AL,05,Mo,Brooks,,R,R,Alabama,RHOB,2400,20515,0105,(202) 225-4801,"November  8, 2016"
AL,06,Gary,Palmer,J.,R,R,Alabama,CHOB,330,20515,0106,(202) 225-4921,"November  8, 2016"
AL,07,Terri,Sewell,A.,D,D,Alabama,RHOB,2201,20515,0107,(202) 225-2665,"November  8, 2016"
AR,01,Eric,Crawford,"A. ""Rick""",R,R,Arkansas,RHOB,2422,20515,0401,(202) 225-4076,"November  8, 2016"
AR,02,J.,Hill,French,R,R,Arkansas,LHOB,1229,20515,0402,(202) 225-2506,"November  8, 2016"
AR,03,Steve,Womack,,R,R,Arkansas,RHOB,2412,20515,0403,(202) 225-4301,"November  8, 2016"
AR,04,Bruce,Westerman,,R,R,Arkansas,CHOB,130,20515,0404,(202) 225-3772,"November  8, 2016"
AQ,00,Aumua Amata,Radewagen,Coleman,R,R,American Samoa,LHOB,1339,20515,5200,(202) 225-8577,"November  8, 2016"
AZ,01,Tom,O'Halleran,,D,D,Arizona,CHOB,126,20515,0301,(202) 225-3361,"November  8, 2016"
AZ,02,Martha,McSally,,R,R,Arizona,CHOB,510,20515,0302,(202) 225-2542,"November  8, 2016"
AZ,03,Raul,Grijalva,M.,D,D,Arizona,LHOB,1511,20515,0303,(202) 225-2435,"November  8, 2016"
AZ,04,Paul,Gosar,A.,R,R,Arizona,RHOB,2057,20515,0304,(202) 225-2315,"November  8, 2016"
AZ,05,Andy,Biggs,,R,R,Arizona,LHOB,1626,20515,0305,(202) 225-2635,"November  8, 2016"
AZ,06,David,Schweikert,,R,R,Arizona,RHOB,2059,20515,0306,(202) 225-2190,"November  8, 2016"
AZ,07,Ruben,Gallego,,D,D,Arizona,LHOB,1218,20515,0307,(202) 225-4065,"November  8, 2016"
AZ,08,Debbie,Lesko,,R,R,Arizona,RHOB,2435,20515,0308,(202) 225-4576,"April 24, 2018"
AZ,09,Kyrsten,Sinema,,D,D,Arizona,LHOB,1725,20515,0309,(202) 225-9888,"November  8, 2016"
CA,01,Doug,LaMalfa,,R,R,California,CHOB,322,20515,0501,(202) 225-3076,"November  8, 2016"
CA,02,Jared,Huffman,,D,D,California,LHOB,1406,20515,0502,(202) 225-5161,"November  8, 2016"
CA,03,John,Garamendi,,D,D,California,RHOB,2438,20515,0503,(202) 225-1880,"November  8, 2016"
CA,04,Tom,McClintock,,R,R,California,RHOB,2312,20515,0504,(202) 225-2511,"November  8, 2016"
CA,05,Mike,Thompson,,D,D,California,CHOB,231,20515,0505,(202) 225-3311,"November  8, 2016"
CA,06,Doris,Matsui,O.,D,D,California,RHOB,2311,20515,0506,(202) 225-7163,"November  8, 2016"
CA,07,Ami,Bera,,D,D,California,LHOB,1431,20515,0507,(202) 225-5716,"November  8, 2016"
CA,08,Paul,Cook,,R,R,California,LHOB,1222,20515,0508,(202) 225-5861,"November  8, 2016"
CA,09,Jerry,McNerney,,D,D,California,RHOB,2265,20515,0509,(202) 225-1947,"November  8, 2016"
CA,10,Jeff,Denham,,R,R,California,LHOB,1730,20515,0510,(202) 225-4540,"November  8, 2016"
CA,11,Mark,DeSaulnier,,D,D,California,CHOB,115,20515,0511,(202) 225-2095,"November  8, 2016"
CA,12,Nancy,Pelosi,,D,D,California,CHOB,233,20515,0512,(202) 225-4965,"November  8, 2016"
CA,13,Barbara,Lee,,D,D,California,RHOB,2267,20515,0513,(202) 225-2661,"November  8, 2016"
CA,14,Jackie,Speier,,D,D,California,RHOB,2465,20515,0514,(202) 225-3531,"November  8, 2016"
CA,15,Eric,Swalwell,,D,D,California,CHOB,129,20515,0515,(202) 225-5065,"November  8, 2016"
CA,16,Jim,Costa,,D,D,California,RHOB,2081,20515,0516,(202) 225-3341,"November  8, 2016"
CA,17,Ro,Khanna,,D,D,California,CHOB,513,20515,0517,(202) 225-2631,"November  8, 2016"
CA,18,Anna,Eshoo,G.,D,D,California,CHOB,241,20515,0518,(202) 225-8104,"November  8, 2016"
CA,19,Zoe,Lofgren,,D,D,California,LHOB,1401,20515,0519,(202) 225-3072,"November  8, 2016"
CA,20,Jimmy,Panetta,,D,D,California,CHOB,228,20515,0520,(202) 225-2861,"November  8, 2016"
CA,21,David,Valadao,G.,R,R,California,LHOB,1728,20515,0521,(202) 225-4695,"November  8, 2016"
CA,22,Devin,Nunes,,R,R,California,LHOB,1013,20515,0522,(202) 225-2523,"November  8, 2016"
CA,23,Kevin,McCarthy,,R,R,California,RHOB,2421,20515,0523,(202) 225-2915,"November  8, 2016"
CA,24,Salud,Carbajal,O.,D,D,California,CHOB,212,20515,0524,(202) 225-3601,"November  8, 2016"
CA,25,Stephen,Knight,,R,R,California,LHOB,1023,20515,0525,(202) 225-1956,"November  8, 2016"
CA,26,Julia,Brownley,,D,D,California,LHOB,1019,20515,0526,(202) 225-5811,"November  8, 2016"
CA,27,Judy,Chu,,D,D,California,RHOB,2423,20515,0527,(202) 225-5464,"November  8, 2016"
CA,28,Adam,Schiff,B.,D,D,California,RHOB,2372,20515,0528,(202) 225-4176,"November  8, 2016"
CA,29,Tony,Cardenas,,D,D,California,LHOB,1510,20515,0529,(202) 225-6131,"November  8, 2016"
CA,30,Brad,Sherman,,D,D,California,RHOB,2181,20515,0530,(202) 225-5911,"November  8, 2016"
CA,31,Pete,Aguilar,,D,D,California,LHOB,1223,20515,0531,(202) 225-3201,"November  8, 2016"
CA,32,Grace,Napolitano,F.,D,D,California,LHOB,1610,20515,0532,(202) 225-5256,"November  8, 2016"
CA,33,Ted,Lieu,,D,D,California,CHOB,236,20515,0533,(202) 225-3976,"November  8, 2016"
CA,34,Jimmy,Gomez,,D,D,California,LHOB,1226,20515,0534,(202) 225-6235,"June  6, 2017"
CA,35,Norma,Torres,J.,D,D,California,LHOB,1713,20515,0535,(202) 225-6161,"November  8, 2016"
CA,36,Raul,Ruiz,,D,D,California,LHOB,1319,20515,0536,(202) 225-5330,"November  8, 2016"
CA,37,Karen,Bass,,D,D,California,RHOB,2241,20515,0537,(202) 225-7084,"November  8, 2016"
CA,38,Linda,Sanchez,T.,D,D,California,RHOB,2329,20515,0538,(202) 225-6676,"November  8, 2016"
CA,39,Edward,Royce,R.,R,R,California,RHOB,2310,20515,0539,(202) 225-4111,"November  8, 2016"
CA,40,Lucille,Roybal-Allard,,D,D,California,RHOB,2083,20515,0540,(202) 225-1766,"November  8, 2016"
CA,41,Mark,Takano,,D,D,California,LHOB,1507,20515,0541,(202) 225-2305,"November  8, 2016"
CA,42,Ken,Calvert,,R,R,California,RHOB,2205,20515,0542,(202) 225-1986,"November  8, 2016"
CA,43,Maxine,Waters,,D,D,California,RHOB,2221,20515,0543,(202) 225-2201,"November  8, 2016"
CA,44,Nanette,Barragan,Diaz,D,D,California,LHOB,1320,20515,0544,(202) 225-8220,"November  8, 2016"
CA,45,Mimi,Walters,,R,R,California,CHOB,215,20515,0545,(202) 225-5611,"November  8, 2016"
CA,46,J.,Correa,Luis,D,D,California,LHOB,1039,20515,0546,(202) 225-2965,"November  8, 2016"
CA,47,Alan,Lowenthal,S.,D,D,California,CHOB,125,20515,0547,(202) 225-7924,"November  8, 2016"
CA,48,Dana,Rohrabacher,,R,R,California,RHOB,2300,20515,0548,(202) 225-2415,"November  8, 2016"
CA,49,Darrell,Issa,E.,R,R,California,RHOB,2269,20515,0549,(202) 225-3906,"November  8, 2016"
CA,50,Duncan,Hunter,,R,R,California,RHOB,2429,20515,0550,(202) 225-5672,"November  8, 2016"
CA,51,Juan,Vargas,,D,D,California,LHOB,1605,20515,0551,(202) 225-8045,"November  8, 2016"
CA,52,Scott,Peters,H.,D,D,California,LHOB,1122,20515,0552,(202) 225-0508,"November  8, 2016"
CA,53,Susan,Davis,A.,D,D,California,LHOB,1214,20515,0553,(202) 225-2040,"November  8, 2016"
CO,01,Diana,DeGette,,D,D,Colorado,RHOB,2111,20515,0601,(202) 225-4431,"November  8, 2016"
CO,02,Jared,Polis,,D,D,Colorado,LHOB,1727,20515,0602,(202) 225-2161,"November  8, 2016"
CO,03,Scott,Tipton,R.,R,R,Colorado,CHOB,218,20515,0603,(202) 225-4761,"November  8, 2016"
CO,04,Ken,Buck,,R,R,Colorado,LHOB,1130,20515,0604,(202) 225-4676,"November  8, 2016"
CO,05,Doug,Lamborn,,R,R,Colorado,RHOB,2402,20515,0605,(202) 225-4422,"November  8, 2016"
CO,06,Mike,Coffman,,R,R,Colorado,RHOB,2443,20515,0606,(202) 225-7882,"November  8, 2016"
CO,07,Ed,Perlmutter,,D,D,Colorado,LHOB,1410,20515,0607,(202) 225-2645,"November  8, 2016"
CT,01,John,Larson,B.,D,D,Connecticut,LHOB,1501,20515,0701,(202) 225-2265,"November  8, 2016"
CT,02,Joe,Courtney,,D,D,Connecticut,RHOB,2348,20515,0702,(202) 225-2076,"November  8, 2016"
CT,03,Rosa,DeLauro,L.,D,D,Connecticut,RHOB,2413,20515,0703,(202) 225-3661,"November  8, 2016"
CT,04,James,Himes,A.,D,D,Connecticut,LHOB,1227,20515,0704,(202) 225-5541,"November  8, 2016"
CT,05,Elizabeth,Esty,H.,D,D,Connecticut,CHOB,221,20515,0705,(202) 225-4476,"November  8, 2016"
DC,00,Eleanor,Norton,Holmes,D,D,District of Columbia,RHOB,2136,20515,5101,(202) 225-8050,"November  8, 2016"
DE,00,Lisa,Blunt Rochester,,D,D,Delaware,LHOB,1123,20515,0800,(202) 225-4165,"November  8, 2016"
FL,01,Matt,Gaetz,,R,R,Florida,CHOB,507,20515,0901,(202) 225-4136,"November  8, 2016"
FL,02,Neal,Dunn,P.,R,R,Florida,CHOB,423,20515,0902,(202) 225-5235,"November  8, 2016"
FL,03,Ted,Yoho,S.,R,R,Florida,CHOB,511,20515,0903,(202) 225-5744,"November  8, 2016"
FL,04,John,Rutherford,H.,R,R,Florida,CHOB,230,20515,0904,(202) 225-2501,"November  8, 2016"
FL,05,Al,Lawson,,D,D,Florida,LHOB,1337,20515,0905,(202) 225-0123,"November  8, 2016"
FL,06,,,,,,Florida,LHOB,1524,20515,0906,(202) 225-2706,
FL,07,Stephanie,Murphy,N.,D,D,Florida,LHOB,1237,20515,0907,(202) 225-4035,"November  8, 2016"
FL,08,Bill,Posey,,R,R,Florida,RHOB,2150,20515,0908,(202) 225-3671,"November  8, 2016"
FL,09,Darren,Soto,,D,D,Florida,LHOB,1429,20515,0909,(202) 225-9889,"November  8, 2016"
FL,10,Val,Demings,Butler,D,D,Florida,CHOB,238,20515,0910,(202) 225-2176,"November  8, 2016"
FL,11,Daniel,Webster,,R,R,Florida,LHOB,1210,20515,0911,(202) 225-1002,"November  8, 2016"
FL,12,Gus,Bilirakis,M.,R,R,Florida,RHOB,2112,20515,0912,(202) 225-5755,"November  8, 2016"
FL,13,Charlie,Crist,,D,D,Florida,CHOB,427,20515,0913,(202) 225-5961,"November  8, 2016"
FL,14,Kathy,Castor,,D,D,Florida,RHOB,2052,20515,0914,(202) 225-3376,"November  8, 2016"
FL,15,Dennis,Ross,A.,R,R,Florida,CHOB,436,20515,0915,(202) 225-1252,"November  8, 2016"
FL,16,Vern,Buchanan,,R,R,Florida,RHOB,2104,20515,0916,(202) 225-5015,"November  8, 2016"
FL,17,Thomas,Rooney,J.,R,R,Florida,RHOB,2160,20515,0917,(202) 225-5792,"November  8, 2016"
FL,18,Brian,Mast,J.,R,R,Florida,RHOB,2182,20515,0918,(202) 225-3026,"November  8, 2016"
FL,19,Francis,Rooney,,R,R,Florida,CHOB,120,20515,0919,(202) 225-2536,"November  8, 2016"
FL,20,Alcee,Hastings,L.,D,D,Florida,RHOB,2353,20515,0920,(202) 225-1313,"November  8, 2016"
FL,21,Lois,Frankel,,D,D,Florida,LHOB,1037,20515,0921,(202) 225-9890,"November  8, 2016"
FL,22,Theodore,Deutch,E.,D,D,Florida,RHOB,2447,20515,0922,(202) 225-3001,"November  8, 2016"
FL,23,Debbie,Wasserman Schultz,,D,D,Florida,LHOB,1114,20515,0923,(202) 225-7931,"November  8, 2016"
FL,24,Frederica,Wilson,S.,D,D,Florida,RHOB,2445,20515,0924,(202) 225-4506,"November  8, 2016"
FL,25,Mario,Diaz-Balart,,R,R,Florida,CHOB,440,20515,0925,(202) 225-4211,"November  8, 2016"
FL,26,Carlos,Curbelo,,R,R,Florida,LHOB,1404,20515,0926,(202) 225-2778,"November  8, 2016"
FL,27,Ileana,Ros-Lehtinen,,R,R,Florida,RHOB,2206,20515,0927,(202) 225-3931,"November  8, 2016"
GA,01,Earl,Carter,"L. ""Buddy""",R,R,Georgia,CHOB,432,20515,1001,(202) 225-5831,"November  8, 2016"
GA,02,Sanford,Bishop,D.,D,D,Georgia,RHOB,2407,20515,1002,(202) 225-3631,"November  8, 2016"
GA,03,A.,Ferguson,Drew,R,R,Georgia,LHOB,1032,20515,1003,(202) 225-5901,"November  8, 2016"
GA,04,Henry,Johnson,"C. ""Hank""",D,D,Georgia,RHOB,2240,20515,1004,(202) 225-1605,"November  8, 2016"
GA,05,John,Lewis,,D,D,Georgia,CHOB,343,20515,1005,(202) 225-3801,"November  8, 2016"
GA,06,Karen,Handel,C.,R,R,Georgia,LHOB,1211,20515,1006,(202) 225-4501,"June 20, 2017"
